Country,Date,Doses,Funder,ISO3,NewPipeline,Pipeline,Source_Url,Vaccine,c9
Mozambique,Feb 2022,1,209,600,Belgium,MOZ,COVAX/Belgium,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Mozambique,July,50,000,Portugal,MOZ,Portugal,Other,https://portaldiplomatico.mne.gov.pt/comunicacao-e-media/comunciados-de-imprensa/portugal-disponibiliza-vacinas-contra-a-covid-19-a-mocambique,AstraZeneca,
Mozambique,November,387,200,Portugal,MOZ,Portugal,Other,https://www.portugal.gov.pt/pt/gc22/comunicacao/comunicado?i=portugal-disponibiliza-a-mocambique-mais-de-meio-milhao-de-vacinas-contra-a-covid-19,AstraZeneca,
Mozambique,Feb 2022,1,168,800,Canada,MOZ,COVAX/Canada,COVAX,https://clubofmozambique.com/news/mozambique-canada-donates-over-one-million-doses-of-covid-19-vaccines-209445/,AstraZeneca,
Sudan,Feb 2022,505,600,USA,SDN,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Sudan,Feb 2022,774,540,USA,SDN,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Sudan,Feb 2022,502,400,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,Feb 2022,944,065,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,Feb 2022,840,000,USA,MOZ,COVAX/USA,COVAX,Operational Update, 16.2.2022,Johnson & Johnson,
South Sudan,Feb 2022,604,800,Spain,SSD,Spain,COVAX,Operational Update 17.2.2022,Johnson & Johnson,
CAR,Feb 2022,6,554,Unknown,CAF,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
El Salvador,Feb 2022,90,000,Procured,SLV,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,January,2,200,000,China,ETH,China,Other,http://www.news.cn/english/20220121/b79b261e6ff1451da083b95bdc3ab847/c.html,Sinopharm,
Mali,Feb 2022,700,000,Algeria,MLI,Algeria,Other,http://www.news.cn/english/20220121/b79b261e6ff1451da083b95bdc3ab847/c.html,Sinovac,
Myanmar,Feb 2022,1,000,000,China,MMR,China,Other,http://www.xinhuanet.com/asiapacific/20211223/f2f9f3f5157a47eea408ca603cfd70fb/c.html,Sinopharm,
oPt,January,1,000,000,UAE,PSE,UAE,Other,https://www.france24.com/en/live-news/20220126-abbas-rival-delivers-one-million-vaccine-doses-to-gaza,Sputnik V,
oPt,Feb 2022,203,580,USA,PSE,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Venezuela,Feb 2022,5,186,256,Global,VEN,Procured,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,Feb 2022,1,246,014,Procured,HND,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,Feb 2022,1,697,685,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Colombia,Feb 2022,4,536,277,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Syria,Feb 2022,1,760,400,Global,SYR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,Feb 2022,428,362,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,Feb 2022,4,670,837,Procured,MMR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Venezuela,Feb 2022,3,316,600,Procured,VEN,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,Feb 2022,604,800,African Vaccine Acquisition Trust,ETH,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ethiopia,Feb 2022,491,646,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,Feb 2022,612,547,Procured,HND,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,Feb 2022,580,893,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,Feb 2022,1,916,177,Procured,MMR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,Feb 2022,230,237,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Niger,Feb 2022,1,209,600,Unknown,NER,COVAX/Unknown,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,Feb 2022,3,859,480,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Somalia,Feb 2022,150,000,Unknown,SOM,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Sudan,Feb 2022,604,800,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Syria,Feb 2022,190,800,Global,SYR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Ukraine,Feb 2022,204,525,Procured,UKR,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
DRC,Feb 2022,100,000,Türkiye,COD,Türkiye,Other,https://newsaf.cgtn.com/news/2022-02-22/Turkey-donates-100-000-COVID-19-vaccines-to-DR-Congo-17QgLJh8UMg/index.html,,
South Sudan,March 2022,151,200,Norway,SSD,COVAX/Norway,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Afghanistan,March 2022,1,836,000,UK,AFG,COVAX/UK,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Burkina Faso,March 2022,676,260,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
CAR,March 2022,100,620,Global,CAF,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
DRC,March 2022,840,000,African Vaccine Acquisition Trust,COD,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,March 2022,250,870,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,March 2022,1,266,810,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Somalia,March 2022,250,380,USA,SOM,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Colombia,Feb 2022,6,488,820,Spain,COL,COVAX/Spain,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Mozambique,March 2022,925,506,African Vaccine Acquisition Trust,MOZ,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mozambique,March 2022,569,506,Unknown,MOZ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
oPt,Feb 2022,250,000,China,PSE,China,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
oPt,Feb 2022,250,000,Egypt,PSE,Egypt,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
Chad,March 2022,1,461,600,UK,TCD,COVAX/UK,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,March 2022,2,452,130,Global,COL,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,March 2022,349,830,USA,HND,COVAX/USA,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Venezuela,March 2022,4,680,000,Global,VEN,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Sinopharm,
Ethiopia,March 2022,840,060,USA,ETH,COVAX/USA,COVAX,https://reliefweb.int/report/ethiopia/united-states-shares-69-million-doses-covid-19-vaccine-ethiopia,Pfizer/BioNTech,
Honduras,March 2022,134,369,Procured,HND,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,March 2022,100,620,USA,MLI,COVAX/USA,COVAX,https://ml.usembassy.gov/arrival-of-100620-pfizer-covid-19-vaccines-the-third-u-s-delivery-to-mali/,Pfizer/BioNTech,
Burkina Faso,December 2021,100,000,Azerbaijan,BFA,Azerbaijan,Other,https://www.azernews.az/news.php?news_id=186597&cat=healthcare,Sinovac,
Burkina Faso,December 2021,200,000,Türkiye,BFA,Türkiye,Other,https://www.azernews.az/news.php?news_id=186597&cat=healthcare,Sinovac,
Burkina Faso,December 2021,100,000,Uzbekistan,BFA,Uzbekistan,Other,https://www.azernews.az/news.php?news_id=186597&cat=healthcare,Sinovac,
Burkina Faso,March 2022,115,200,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Burkina Faso,Unknown,1,784,250,USA,BFA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Burkina Faso,Unknown,93,600,USA,BFA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Cameroon,March 2022,140,600,Global,CMR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Chad,March 2022,590,400,Germany,TCD,COVAX/Germany,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Chad,March 2022,691,200,France,TCD,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Chad,Unknown,37,600,Spain,TCD,COVAX/Spain,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,March 2022,1,236,286,Global,COL,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Colombia,Unknown,716,074,Global,COL,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
DRC,March 2022,337,400,African Vaccine Acquisition Trust,COD,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,March 2022,575,183,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Libya,January 2022,100,800,Global,LBY,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Libya,Unknown,230,490,USA,LBY,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Mali,March 2022,813,600,Germany,MLI,COVAX/Germany,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Mali,March 2022,93,600,Portugal,MLI,COVAX/Portugal,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Myanmar,March 2022,2,242,800,Global,MMR,COVAX/Global,COVAX,http://www.xinhuanet.com/english/asiapacific/20220331/c8c235877dbc45f49966b7e39cdf1d55/c.html,Sinovac,
Myanmar,March 2022,1,781,094,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Niger,March 2022,561,600,New Zealand,NER,COVAX/New Zealand,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Somalia,March 2022,149,760,UK,SOM,COVAX/UK,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Syria,March 2022,43,200,France,SYR,COVAX/France,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Yemen,March 2022,237,600,UK,YEM,COVAX/UK,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,March 2022,1,162,980,Germany,COL,Germany,Other,https://www.semana.com/nacion/articulo/colombia-recibio-un-nuevo-lote-de-vacunas-de-pfizer-este-miercoles/202247/,Pfizer/BioNTech,
Libya,February 2022,151,200,Global,LBY,COVAX/Global,COVAX,https://reliefweb.int/sites/reliefweb.int/files/resources/health_sector_bulletin_feb_2022.pdf,AstraZeneca,
Cameroon,March 2022,68,600,Japan,CMR,COVAX/Japan,COVAX,https://reliefweb.int/report/cameroon/provision-covid-19-vaccines-republic-cameroon-through-covax-facility,,
Burkina Faso,March 2022,453,780,African Vaccine Acquisition Trust,BFA,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Chad,April 2022,200,000,Global,TCD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,April 2022,265,628,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Libya,February 2022,252,000,Global,LBY,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Myanmar,April 2022,2,434,938,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,April 2022,3,002,400,Italy,NGA,COVAX/Italy,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,April 2022,1,028,430,USA,NGA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
South Sudan,April 2022,804,100,Portugal,SSD,COVAX/Portugal,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
South Sudan,April 2022,144,000,New Zealand,SSD,COVAX/New Zealand,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Sudan,January 2022,200,000,Hungary,SDN,Hungary,Other,https://koronavirus.gov.hu/cikkek/szijjarto-200-ezer-vakcinat-adomanyoz-szudannak-magyarorszag,AstraZeneca,
Syria,March 2022,1,000,500,Global,SYR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Honduras,April 2022,128,877,Procured,HND,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,April 2022,181,511,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,April 2022,1,240,254,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,April 2022,2,137,050,USA,NGA,COVAX/USA,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Colombia,Unknown,36,511,900,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
oPt,April 2022,299,520,USA,PSE,COVAX/USA,COVAX,Operational Update 27.04.2022,,
Honduras,Unknown,187,770,Global,HND,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,April 2022,161,581,Unknown,HND,Unknown,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Iraq,April 2022,128,693,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,February 2022,300,000,China,MLI,China,Other,https://www.maliweb.net/sante/contre-le-covid-19-la-chine-offre-au-mali-300-000-doses-du-vaccin-sinovac-2963153.html,Sinovac,
Myanmar,April 2022,2,165,903,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,April 2022,2,534,400,Norway,NGA,COVAX/Norway,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Yemen,November 2021,80,000,UAE,YEM,UAE,Other,https://al-ain.com/article/yemen-emirates-covid-vaccine,Sinopharm,
Burkina Faso,May 2022,718,380,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
DRC,May 2022,650,520,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Honduras,May 2022,843,024,Unknown,HND,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,May 2022,250,380,Global,HND,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,,
Iraq,May 2022,64,132,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Sudan,April 2022,999,180,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Syria,May 2022,100,000,Global,SYR,Unknown,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,April 2022,1,033,892,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Honduras,April 2022,1,129,044,Unknown,HND,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Afghanistan,May 2022,2,340,000,Global,AFG,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Ethiopia,May 2022,2,772,000,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Iraq,May 2022,26,397,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,May 2022,9,406,800,African Vaccine Acquisition Trust,NGA,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,May 2022,1,952,360,Global,COL,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Colombia,May 2022,41,294,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,May 2022,91,168,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
Colombia,May 2022,213,305,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Colombia,May 2022,79,460,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
Ethiopia,May 2022,5,544,000,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Iraq,May 2022,53,138,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,May 2022,54,000,African Vaccine Acquisition Trust,NGA,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Chad,May 2022,2,736,000,Global,TCD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
DRC,May 2022,10,000,Procured,COD,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinopharm,
Ethiopia,May 2022,2,016,000,Global,ETH,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinopharm,
Guatemala,May 2022,273,780,Global,GTM,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Iraq,May 2022,97,047,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,April 2022,3,002,400,Unknown,NGA,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,May 2022,4,406,400,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Somalia,May 2022,286,650,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Nigeria,June 2022,1,599,390,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Guatemala,June 2022,349,830,Spain,GTM,COVAX/Spain,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Iraq,June 2022,82,023,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Myanmar,May 2022,5,000,000,China,MMR,China,Other,https://bridgebeijing.com/our-publications/our-publications-1/china-covid-19-vaccines-tracker/,Sinopharm,
Burkina Faso,,200,000,Unknown,BFA,Unknown,Other,https://bridgebeijing.com/our-publications/our-publications-1/china-covid-19-vaccines-tracker/,,
Colombia,June 2022,1,008,000,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,April 2022,200,000,Unknown,MLI,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
Niger,March 2022,200,000,Unknown,NER,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,,1,156,900,Unknown,NGA,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Somalia,March 2022,290,400,Unknown,SOM,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
Cameroon,June 2022,799,200,African Vaccine Acquisition Trust,CMR,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Iraq,June 2022,192,464,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,Jan 2022,300,000,Unknown,MLI,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinopharm,Donation 
Myanmar,June 2022,2,362,395,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Somalia,June 2022,2,008,800,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Honduras,June 2022,249,210,USA,HND,COVAX/USA,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Chad,June 2022,1,265,750,Global,TCD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,March 2022,2,332,980,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Guatemala,June 2022,349,830,Spain,GTM,COVAX/Spain,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Haiti,June 2022,60,000,USA,HTI,COVAX/USA,COVAX,https://www.paho.org/en/covax-americas,Johnson & Johnson,
Honduras,June 2022,153,600,Global,HND,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Iraq,June 2022,118,926,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Mali,June 2022,100,620,Global,MLI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Myanmar,Unknown,2,637,605,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Nigeria,June 2022,4,279,400,African Vaccine Acquisition Trust,NGA,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,June 2022,160,700,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Sudan,June 2022,1,468,800,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
DRC,June 2022,2,131,200,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
DRC,June 2022,288,000,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
oPt,March 2022,200,000,Global,PSE,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinopharm,
Cameroon,July 2022,45,960,Global,CMR,African Vaccine Aquisition Trust,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Colombia,July 2022,1,008,000,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,Donation
Colombia,July 2022,2,997,600,Global,COL,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
DRC,July 2022,4,082,400,African Vaccine Acquisition Trust,COD,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
DRC,July 2022,84,000,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
DRC,July 2022,620,100,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
DRC,Feb 2022,180,000,Türkiye,COD,,Other,,Other,
Ethiopia,June 2022,10,000,000,China,ETH,,Other,https://www.aa.com.tr/en/asia-pacific/china-gives-ethiopia-10m-covid-19-vaccine-doses/2623625,Sinopharm,
Guatemala,July 2022,300,690,Spain,GTM,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Haiti,July 2022,90,090,Global,HTI,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Honduras,July 2022,763,200,France,HND,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Honduras,July 2022,346,320,Unknown,HND,Unknown,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,Donation - USG
Iraq,July 2022,163,244,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
Niger,June 2022,230,490,Global,NER,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Nigeria,July 2022,4,989,600,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Somalia,July 2022,198,900,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Sudan,July 2022,600,960,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,AstraZeneca,
Ukraine,Unknown,3,184,190,Unknown,UKR,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
DRC,Aug 2022,249,600,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
DRC,July 2022,2,187,880,African Vaccine Acquisition Trust,COD,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Guatemala,July 2022,1,205,000,Unknown,GTM,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,Donation 
Honduras,July 2022,153,600,Unknown,HND,COVAX/Unknown,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,USG donated
Iraq,Aug 2022,46,800,Global,IRQ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
